Country,Continent,Year,CO2 emission (Tons),Area (km2),% of World,Density(km2),Per capita electricity (kWh),Population (in Thousands),GDP (USD Millions),Import % of GDP,Export (USD 2024 Valuation),GDP_missing,EC_missing,Import_missing,Export_missing
Slovenia,Europe,2018,824530715,20273,0,105/km²,7758.071,2073894,54177882426,76.34972704,45938876526,0,0,0,0
Slovenia,Europe,2019,838536616,20273,0,105/km²,7644.37,2088385,54386654314,75.02377357,45475234205,0,0,0,0
Slovenia,Europe,2020,851099602,20273,0,105/km²,8133.984,2102419,53734526854,68.82555996,41784361743,0,0,0,0
Solomon Islands,Oceania,1990,2520832,28896,0,25/km²,2234.371,324171,214877666.7,96.06554707,99652678.78,0,1,0,0
Solomon Islands,Oceania,1991,2678384,28896,0,25/km²,2234.371,333952,227540473.3,115.425305,120084722.4,0,1,0,0
Solomon Islands,Oceania,1992,2839600,28896,0,25/km²,2234.371,343916,269034595.8,96.22217523,144120760.9,0,1,0,0
Solomon Islands,Oceania,1993,3011808,28896,0,25/km²,2234.371,354086,300746361.1,102.5347786,177241945.9,0,1,0,0
Solomon Islands,Oceania,1994,3195008,28896,0,25/km²,2234.371,364505,402837005.3,87.18732483,199917480.9,0,1,0,0
Solomon Islands,Oceania,1995,3385536,28896,0,25/km²,2234.371,375189,469443201.5,69.17356849,211397868.4,0,1,0,0
Solomon Islands,Oceania,1996,3583392,28896,0,25/km²,2234.371,386069,510586430.2,53.65378427,230487236.6,0,1,0,0
Solomon Islands,Oceania,1997,3788576,28896,0,25/km²,2234.371,397050,526554006,55.59045003,238637030.1,0,1,0,0
Solomon Islands,Oceania,1998,4004752,28896,0,25/km²,2234.371,408145,457579840.2,42.61317417,185437103.1,0,1,0,0
Solomon Islands,Oceania,1999,4220928,28896,0,25/km²,2234.371,419229,488024514.4,32.69618271,177960878.4,0,1,0,0
Solomon Islands,Oceania,2000,4444432,28896,0,25/km²,140.55,429978,419842674.2,31.45256953,113776351.1,0,0,0,0
Solomon Islands,Oceania,2001,4678928,28896,0,25/km²,139.168,440395,409508553,27.57497525,71807706.92,0,0,0,0
Solomon Islands,Oceania,2002,4924416,28896,0,25/km²,137.794,450760,346406738.9,23.61173984,74532077.84,0,0,0,0
Solomon Islands,Oceania,2003,5180896,28896,0,25/km²,131.986,461216,417668983.4,33.9585327,91887176.35,0,0,0,0
Solomon Islands,Oceania,2004,5455696,28896,0,25/km²,128.667,471785,468005318.6,37.93142825,116436848.1,0,0,0,0
Solomon Islands,Oceania,2005,5737824,28896,0,25/km²,148.962,482486,552864570.2,39.27456161,150932160.5,0,0,0,0
Solomon Islands,Oceania,2006,6027280,28896,0,25/km²,149.661,493430,617258154.3,42.72514371,167055262,0,0,0,0
Solomon Islands,Oceania,2007,6327728,28896,0,25/km²,166.622,504619,695295347.6,51.5995038,223523261.9,0,0,0,0
Solomon Islands,Oceania,2008,6635504,28896,0,25/km²,162.903,516001,776337691.8,52.62177889,269633760.9,0,0,0,0
Solomon Islands,Oceania,2009,6954272,28896,0,25/km²,159.167,527833,805557562.6,42.72900999,234871525.2,0,0,0,0
Solomon Islands,Oceania,2010,7284032,28896,0,25/km²,159.133,540394,898133684.9,60.99682452,315704592.3,0,0,0,0
Solomon Islands,Oceania,2011,7628448,28896,0,25/km²,158.812,553721,1063895361,57.09576235,533563906.2,0,0,0,0
Solomon Islands,Oceania,2012,7976528,28896,0,25/km²,147.465,567763,1185215418,54.91253226,591554033.2,0,0,0,0
Solomon Islands,Oceania,2013,8350256,28896,0,25/km²,154.16,582365,1285911586,53.67469302,590649173.2,0,0,0,0
Solomon Islands,Oceania,2014,8680016,28896,0,25/km²,155.815,597375,1335571421,51.11722486,565437955.8,0,0,0,0
Solomon Islands,Oceania,2015,8973136,28896,0,25/km²,156.713,612660,1307909888,47.827893,527879238.2,0,0,0,0
Solomon Islands,Oceania,2016,9262592,28896,0,25/km²,164.862,628102,1379490304,45.82102076,548051855.6,0,0,0,0
Solomon Islands,Oceania,2017,9548384,28896,0,25/km²,165.436,643634,1469789119,43.51839073,568502381.6,0,0,0,0
Solomon Islands,Oceania,2018,9837840,28896,0,25/km²,161.829,659249,1615478393,46.36844113,680540282.6,0,0,0,0
Solomon Islands,Oceania,2019,10136203,28896,0,25/km²,162.585,674993,1619155017,46.5014357,590941418.6,0,0,0,0
Solomon Islands,Oceania,2020,10434984,28896,0,25/km²,2234.371,691191,1536145814,32.28184196,429176031.9,0,1,0,0
Somalia,Africa,1990,14920725,637657,0.004,28/km²,2234.371,6999096,917044228,37.74140482,89748800.18,0,1,0,0
Somalia,Africa,1991,15628312,637657,0.004,28/km²,2234.371,6732702,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,1992,16309056,637657,0.004,28/km²,2234.371,6428141,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,1993,16949480,637657,0.004,28/km²,2234.371,6620729,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,1994,17578897,637657,0.004,28/km²,2234.371,6959828,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,1995,18167994,637657,0.004,28/km²,2234.371,7210930,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,1996,18735914,637657,0.004,28/km²,2234.371,7472450,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,1997,19274522,637657,0.004,28/km²,2234.371,7734313,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,1998,19787482,637657,0.004,28/km²,2234.371,8056862,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,1999,20278458,637657,0.004,28/km²,2234.371,8384479,17819864182,38.61732798,8681096447,1,1,1,1
Somalia,Africa,2000,20758442,637657,0.004,28/km²,26.487,8721465,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2001,21260410,637657,0.004,28/km²,26.669,9070747,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2002,21846650,637657,0.004,28/km²,27.154,9411103,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2003,22440218,637657,0.004,28/km²,27.813,9758281,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2004,23033786,637657,0.004,28/km²,25.962,10117354,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2005,23627354,637657,0.004,28/km²,26.132,10467292,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2006,24220922,637657,0.004,28/km²,26.199,10784973,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2007,24829146,637657,0.004,28/km²,26.354,11118092,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2008,25430042,637657,0.004,28/km²,26.41,11444870,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2009,26027274,637657,0.004,28/km²,26.029,11730037,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2010,26639162,637657,0.004,28/km²,25.49,12026649,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2011,27251050,637657,0.004,28/km²,25.048,12216837,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2012,27859274,637657,0.004,28/km²,25.481,12440326,17819864182,38.61732798,8681096447,1,0,1,1
Somalia,Africa,2013,28489482,637657,0.004,28/km²,25.567,12852485,5836021227,61.01678843,942600662.4,0,0,0,0
Somalia,Africa,2014,29119690,637657,0.004,28/km²,24.889,13309235,6537360533,59.71904339,1097727147,0,0,0,0
Somalia,Africa,2015,29749898,637657,0.004,28/km²,24.295,13763906,6984947145,57.08353679,1037964070,0,0,0,0
Somalia,Africa,2016,30387434,637657,0.004,28/km²,24.109,14292847,7390796617,56.74853358,1067190800,0,0,0,0
Somalia,Africa,2017,31024970,637657,0.004,28/km²,23.798,14864221,8252394373,56.03242252,994339300,0,0,0,0
Somalia,Africa,2018,31662506,637657,0.004,28/km²,23.134,15411094,8278212314,61.87326214,1119000001,0,0,0,0
Somalia,Africa,2019,32327705,637657,0.004,28/km²,22.483,15981300,9420431258,57.56636667,1131000000,0,0,0,0
Somalia,Africa,2020,32889848,637657,0.004,28/km²,2234.371,16537016,9204140383,63.21068299,1178000000,0,1,0,0
South Africa,Africa,1990,8621175764,1221037,0.008,49/km²,4544.122,39877570,1.26048E+11,16.67325919,27148931269,0,0,0,0
South Africa,Africa,1991,8947244850,1221037,0.008,49/km²,4462.372,40910959,1.35204E+11,15.54079391,26149497613,0,0,0,0
South Africa,Africa,1992,9248612273,1221037,0.008,49/km²,4346.487,41760755,1.46956E+11,15.36620689,27855753864,0,0,0,0
South Africa,Africa,1993,9569003555,1221037,0.008,49/km²,4408.01,42525440,1.47195E+11,15.78375772,29312901692,0,0,0,0
South Africa,Africa,1994,9907628496,1221037,0.008,49/km²,4479.088,43267982,1.53513E+11,17.56527136,30010718717,0,0,0,0
South Africa,Africa,1995,10269268457,1221037,0.008,49/km²,4504.684,43986084,1.71736E+11,19.44017317,34412207048,0,0,0,0
South Africa,Africa,1996,10632941400,1221037,0.008,49/km²,4736.914,44661603,1.63235E+11,20.42450851,35543985845,0,0,0,0
South Africa,Africa,1997,11018400912,1221037,0.008,49/km²,4893.567,45285048,1.68978E+11,20.64074257,36601647323,0,0,0,0
South Africa,Africa,1998,11395714251,1221037,0.008,49/km²,4701.543,45852166,1.52983E+11,21.51647352,34450654127,0,0,0,0
South Africa,Africa,1999,11770545069,1221037,0.008,49/km²,4578.679,46364681,1.51517E+11,19.98908004,33741638410,0,0,0,0
South Africa,Africa,2000,12148799925,1221037,0.008,49/km²,4369.221,46813266,1.51753E+11,21.81641842,37034203153,0,0,0,0
South Africa,Africa,2001,12520316621,1221037,0.008,49/km²,4312.789,47229714,1.3543E+11,22.81428455,35694800702,0,0,0,0
South Africa,Africa,2002,12876674029,1221037,0.008,49/km²,4411.898,47661514,1.29088E+11,25.03433441,36701099078,0,0,0,0
South Africa,Africa,2003,13280847122,1221037,0.008,49/km²,4671.948,48104048,1.97019E+11,21.80858921,47117624127,0,0,0,0
South Africa,Africa,2004,13729925810,1221037,0.008,49/km²,4826.706,48556071,2.55807E+11,22.88605644,58215305278,0,0,0,0
South Africa,Africa,2005,14145850450,1221037,0.008,49/km²,4787.828,49017147,2.88867E+11,23.82801691,68171982952,0,0,0,0
South Africa,Africa,2006,14592473038,1221037,0.008,49/km²,4879.866,49491756,3.03859E+11,27.66989139,79301796384,0,0,0,0
South Africa,Africa,2007,15057273313,1221037,0.008,49/km²,5025.229,49996094,3.33077E+11,29.16617474,93124912620,0,0,0,0
South Africa,Africa,2008,15551915567,1221037,0.008,49/km²,4836.152,50565812,3.16131E+11,33.71985013,1.01967E+11,0,0,0,0
South Africa,Africa,2009,16054175011,1221037,0.008,49/km²,4588.143,51170779,3.29754E+11,24.60478884,82381621006,0,0,0,0
South Africa,Africa,2010,16521105019,1221037,0.008,49/km²,4744.315,51784921,4.17364E+11,24.62266954,1.07611E+11,0,0,0,0
South Africa,Africa,2011,16995053971,1221037,0.008,49/km²,4701.127,52443325,4.58199E+11,26.93820197,1.26913E+11,0,0,0,0
South Africa,Africa,2012,17456192937,1221037,0.008,49/km²,4559.605,53145033,4.34401E+11,28.443468,1.17893E+11,0,0,0,0
South Africa,Africa,2013,17912058881,1221037,0.008,49/km²,4441.768,53873616,4.00886E+11,30.49574731,1.13769E+11,0,0,0,0
South Africa,Africa,2014,18392686817,1221037,0.008,49/km²,4336.557,54729551,3.81199E+11,30.49895475,1.1055E+11,0,0,0,0
South Africa,Africa,2015,18843258345,1221037,0.008,49/km²,4183.972,55876504,3.4671E+11,29.01303773,96085897668,0,0,0,0
South Africa,Africa,2016,19308027414,1221037,0.008,49/km²,4199.238,56422274,3.23586E+11,27.70516933,91109021409,0,0,0,0
South Africa,Africa,2017,19772226154,1221037,0.008,49/km²,4173.995,56641209,3.81449E+11,26.19585605,1.04288E+11,0,0,0,0
South Africa,Africa,2018,20236418776,1221037,0.008,49/km²,4097.219,57339635,4.05261E+11,26.98850798,1.11435E+11,0,0,0,0
South Africa,Africa,2019,20712341392,1221037,0.008,49/km²,4008.861,58087055,3.8933E+11,26.695867,1.05906E+11,0,0,0,0
South Africa,Africa,2020,21164298479,1221037,0.008,49/km²,3758.691,58801927,3.38291E+11,23.15949204,93122660985,0,0,0,0
South Korea,Asia,1990,3119547525,100210,0.001,517/km²,2760.139,39877570,1.26048E+11,16.67325919,27148931269,0,0,0,0
South Korea,Asia,1991,3395204043,100210,0.001,517/km²,3034.508,40910959,1.35204E+11,15.54079391,26149497613,0,0,0,0
South Korea,Asia,1992,3695236990,100210,0.001,517/km²,3339.686,41760755,1.46956E+11,15.36620689,27855753864,0,0,0,0
South Korea,Asia,1993,4025508655,100210,0.001,517/km²,3651.761,42525440,1.47195E+11,15.78375772,29312901692,0,0,0,0
South Korea,Asia,1994,4381345061,100210,0.001,517/km²,4091.148,43267982,1.53513E+11,17.56527136,30010718717,0,0,0,0
South Korea,Asia,1995,4765041073,100210,0.001,517/km²,4494.041,43986084,1.71736E+11,19.44017317,34412207048,0,0,0,0
South Korea,Asia,1996,5186135585,100210,0.001,517/km²,4936.408,44661603,1.63235E+11,20.42450851,35543985845,0,0,0,0
South Korea,Asia,1997,5631323830,100210,0.001,517/km²,5337.847,45285048,1.68978E+11,20.64074257,36601647323,0,0,0,0
South Korea,Asia,1998,6009768176,100210,0.001,517/km²,5087.813,45852166,1.52983E+11,21.51647352,34450654127,0,0,0,0
South Korea,Asia,1999,6420763793,100210,0.001,517/km²,5575.694,46364681,1.51517E+11,19.98908004,33741638410,0,0,0,0
South Korea,Asia,2000,6861294528,100210,0.001,517/km²,5751.704,46813266,1.51753E+11,21.81641842,37034203153,0,0,0,0
South Korea,Asia,2001,7317539921,100210,0.001,517/km²,6119.213,47229714,1.3543E+11,22.81428455,35694800702,0,0,0,0
South Korea,Asia,2002,7794329231,100210,0.001,517/km²,6487.229,47661514,1.29088E+11,25.03433441,36701099078,0,0,0,0
South Korea,Asia,2003,8280284073,100210,0.001,517/km²,6716.758,48104048,1.97019E+11,21.80858921,47117624127,0,0,0,0
South Korea,Asia,2004,8772533243,100210,0.001,517/km²,7138.378,48556071,2.55807E+11,22.88605644,58215305278,0,0,0,0
South Korea,Asia,2005,9272097645,100210,0.001,517/km²,7482.09,49017147,2.88867E+11,23.82801691,68171982952,0,0,0,0
South Korea,Asia,2006,9776603367,100210,0.001,517/km²,7766.628,49491756,3.03859E+11,27.66989139,79301796384,0,0,0,0
South Korea,Asia,2007,10299509679,100210,0.001,517/km²,8214.006,49996094,3.33077E+11,29.16617474,93124912620,0,0,0,0
South Korea,Asia,2008,10833534618,100210,0.001,517/km²,8534.676,50565812,3.16131E+11,33.71985013,1.01967E+11,0,0,0,0
South Korea,Asia,2009,11372764667,100210,0.001,517/km²,8650.636,51170779,3.29754E+11,24.60478884,82381621006,0,0,0,0
South Korea,Asia,2010,11968354587,100210,0.001,517/km²,9472.586,51784921,4.17364E+11,24.62266954,1.07611E+11,0,0,0,0
South Korea,Asia,2011,12592904920,100210,0.001,517/km²,9871.601,52443325,4.58199E+11,26.93820197,1.26913E+11,0,0,0,0
South Korea,Asia,2012,13221840783,100210,0.001,517/km²,10019.586,53145033,4.34401E+11,28.443468,1.17893E+11,0,0,0,0
South Korea,Asia,2013,13857632238,100210,0.001,517/km²,10090.417,53873616,4.00886E+11,30.49574731,1.13769E+11,0,0,0,0
South Korea,Asia,2014,14488226865,100210,0.001,517/km²,10191.942,54729551,3.81199E+11,30.49895475,1.1055E+11,0,0,0,0
South Korea,Asia,2015,15123440479,100210,0.001,517/km²,10210.269,55876504,3.4671E+11,29.01303773,96085897668,0,0,0,0
South Korea,Asia,2016,15762699120,100210,0.001,517/km²,10358.325,56422274,3.23586E+11,27.70516933,91109021409,0,0,0,0
South Korea,Asia,2017,16418446234,100210,0.001,517/km²,10408.558,56641209,3.81449E+11,26.19585605,1.04288E+11,0,0,0,0
South Korea,Asia,2018,17090076943,100210,0.001,517/km²,10826.175,57339635,4.05261E+11,26.98850798,1.11435E+11,0,0,0,0
South Korea,Asia,2019,17738101501,100210,0.001,517/km²,10667.354,58087055,3.8933E+11,26.695867,1.05906E+11,0,0,0,0
South Korea,Asia,2020,18335706556,100210,0.001,517/km²,10458.397,58801927,3.38291E+11,23.15949204,93122660985,0,0,0,0
South Sudan,Africa,1990,10143820,619745,0.004,18/km²,2234.371,4750817,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1991,10550244,619745,0.004,18/km²,2234.371,4867185,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1992,10913646,619745,0.004,18/km²,2234.371,4956969,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1993,11164152,619745,0.004,18/km²,2234.371,5018172,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1994,11508636,619745,0.004,18/km²,2234.371,5142863,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1995,11864715,619745,0.004,18/km²,2234.371,5302042,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1996,12232083,619745,0.004,18/km²,2234.371,5434894,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1997,12681835,619745,0.004,18/km²,2234.371,5589410,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1998,13071782,619745,0.004,18/km²,2234.371,5699436,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,1999,13494683,619745,0.004,18/km²,2234.371,5850145,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2000,13954504,619745,0.004,18/km²,2234.371,6114440,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2001,14483588,619745,0.004,18/km²,2234.371,6394431,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2002,15157910,619745,0.004,18/km²,2234.371,6686100,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2003,15911259,619745,0.004,18/km²,2234.371,6992367,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2004,16863243,619745,0.004,18/km²,2234.371,7317118,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2005,17775256,619745,0.004,18/km²,2234.371,7662654,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2006,18773924,619745,0.004,18/km²,2234.371,8029517,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2007,19947123,619745,0.004,18/km²,2234.371,8417823,17819864182,38.61732798,8681096447,1,1,1,1
South Sudan,Africa,2008,21186228,619745,0.004,18/km²,2234.371,8823888,14586253383,31.23923721,9630874289,0,1,0,0
South Sudan,Africa,2009,22476899,619745,0.004,18/km²,2234.371,9229227,12231264525,34.52144996,7377203308,0,1,0,0
South Sudan,Africa,2010,23790149,619745,0.004,18/km²,2234.371,9714419,14602072411,29.50896555,8970707666,0,1,0,0
South Sudan,Africa,2011,25071361,619745,0.004,18/km²,2234.371,10243050,14907308933,27.15073938,9850171395,0,1,0,0
South Sudan,Africa,2012,26401393,619745,0.004,18/km²,41.372,10701604,11931472169,28.78775904,5110494407,0,0,0,0
South Sudan,Africa,2013,27845009,619745,0.004,18/km²,42.858,11106031,18426469017,41.07048873,1794877729,0,0,0,0
South Sudan,Africa,2014,29369233,619745,0.004,18/km²,43.472,11213284,13962212847,26.24290051,5360319322,0,0,0,0
South Sudan,Africa,2015,31281841,619745,0.004,18/km²,50.715,11194299,11997800760,28.8999999,4397355863,0,0,0,0
South Sudan,Africa,2016,32985601,619745,0.004,18/km²,38.8,11066105,17819864182,38.61732798,8681096447,1,0,1,1
South Sudan,Africa,2017,34440209,619745,0.004,18/km²,46.712,10658226,17819864182,38.61732798,8681096447,1,0,1,1
South Sudan,Africa,2018,35777569,619745,0.004,18/km²,49.946,10395329,17819864182,38.61732798,8681096447,1,0,1,1
South Sudan,Africa,2019,37172957,619745,0.004,18/km²,49.67,10447666,17819864182,38.61732798,8681096447,1,0,1,1
South Sudan,Africa,2020,38352164,619745,0.004,18/km²,2234.371,10606227,17819864182,38.61732798,8681096447,1,1,1,1
Spain,Europe,1990,6226153686,505992,0.003,94/km²,3857.15,38867322,5.36559E+11,19.88593508,84372755468,0,0,0,0
Spain,Europe,1991,6467085941,505992,0.003,94/km²,3937.751,38966376,5.77166E+11,19.71782143,90965543635,0,0,0,0
Spain,Europe,1992,6716917298,505992,0.003,94/km²,3975.808,39157685,6.30916E+11,19.79029323,1.0213E+11,0,0,0,0
Spain,Europe,1993,6958126285,505992,0.003,94/km²,3932.339,39361262,5.25076E+11,19.24100637,92985054255,0,0,0,0
Spain,Europe,1994,7211814318,505992,0.003,94/km²,4056.976,39549108,5.30563E+11,21.3333433,1.07763E+11,0,0,0,0
Spain,Europe,1995,7479272606,505992,0.003,94/km²,4162.12,39724050,6.14609E+11,22.94827481,1.34151E+11,0,0,0,0
Spain,Europe,1996,7734155801,505992,0.003,94/km²,4344.137,39889852,6.42589E+11,23.21285847,1.48003E+11,0,0,0,0
Spain,Europe,1997,8001575896,505992,0.003,94/km²,4724.332,40057389,5.90077E+11,25.49646811,1.51472E+11,0,0,0,0
Spain,Europe,1998,8277640658,505992,0.003,94/km²,4810.51,40223509,6.19215E+11,26.55950704,1.61627E+11,0,0,0,0
Spain,Europe,1999,8577180923,505992,0.003,94/km²,5082.998,40386875,6.34908E+11,28.28495794,1.67308E+11,0,0,0,0
Spain,Europe,2000,8888565509,505992,0.003,94/km²,5411.424,40567864,5.98363E+11,31.51897581,1.70913E+11,0,0,0,0
Spain,Europe,2001,9201909460,505992,0.003,94/km²,5640.688,40850412,6.2783E+11,30.1355363,1.74924E+11,0,0,0,0
Spain,Europe,2002,9535356512,505992,0.003,94/km²,5723.099,41431558,7.08757E+11,28.54518432,1.88203E+11,0,0,0,0
Spain,Europe,2003,9873057366,505992,0.003,94/km²,6040.409,42187645,9.07492E+11,27.83478298,2.3258E+11,0,0,0,0
Spain,Europe,2004,10227669213,505992,0.003,94/km²,6318.644,42921895,1.06906E+12,29.11219787,2.71668E+11,0,0,0,0
Spain,Europe,2005,10597350513,505992,0.003,94/km²,6462.192,43653155,1.15372E+12,29.78302854,2.8819E+11,0,0,0,0
Spain,Europe,2006,10958053115,505992,0.003,94/km²,6601.151,44397319,1.2604E+12,30.93583231,3.18141E+11,0,0,0,0
Spain,Europe,2007,11326599135,505992,0.003,94/km²,6637.38,45226803,1.474E+12,31.76286494,3.83016E+11,0,0,0,0
Spain,Europe,2008,11663366600,505992,0.003,94/km²,6743.608,45954106,1.63186E+12,30.35940087,4.18148E+11,0,0,0,0
Spain,Europe,2009,11960751675,505992,0.003,94/km²,6258.216,46362946,1.49147E+12,23.93318015,3.43959E+11,0,0,0,0
Spain,Europe,2010,12244624388,505992,0.003,94/km²,6352.942,46576897,1.42211E+12,26.97656121,3.69061E+11,0,0,0,0
Spain,Europe,2011,12529353918,505992,0.003,94/km²,6188.27,46742697,1.48071E+12,29.25820883,4.37327E+11,0,0,0,0
Spain,Europe,2012,12808317845,505992,0.003,94/km²,6242.051,46773055,1.32475E+12,29.38995484,4.16702E+11,0,0,0,0
Spain,Europe,2013,13061043968,505992,0.003,94/km²,5997.585,46620045,1.35558E+12,29.02436324,4.4669E+11,0,0,0,0
Spain,Europe,2014,13316111870,505992,0.003,94/km²,5877.558,46480882,1.37182E+12,30.37028572,4.59121E+11,0,0,0,0
Spain,Europe,2015,13587806073,505992,0.003,94/km²,5945.331,46444832,1.19616E+12,30.57234448,4.02039E+11,0,0,0,0
Spain,Europe,2016,13848564029,505992,0.003,94/km²,5815.269,46484062,1.23355E+12,29.87742503,4.17712E+11,0,0,0,0
Spain,Europe,2017,14123205992,505992,0.003,94/km²,5850.269,46593236,1.31325E+12,31.52649653,4.6135E+11,0,0,0,0
Spain,Europe,2018,14392919429,505992,0.003,94/km²,5822.731,46797754,1.4217E+12,32.42987759,4.99658E+11,0,0,0,0
Spain,Europe,2019,14644417928,505992,0.003,94/km²,5796.077,47134837,1.39432E+12,31.9669887,4.86714E+11,0,0,0,0
Spain,Europe,2020,14853332896,505992,0.003,94/km²,5641.134,47365655,1.27813E+12,29.34022037,3.93399E+11,0,0,0,0
Sri Lanka,Asia,1990,121824639,65610,0,333/km²,181.799,17204094,8032551173,38.06311066,2424288567,0,0,0,0
Sri Lanka,Asia,1991,125962875,65610,0,333/km²,192.584,17416596,9000362582,38.8548255,2586802030,0,0,0,0
Sri Lanka,Asia,1992,131069211,65610,0,333/km²,199.568,17624457,9703011636,41.03338248,3082683094,0,0,0,0
Sri Lanka,Asia,1993,136044642,65610,0,333/km²,221.966,17825611,10338679636,43.34651146,3494577815,0,0,0,0
Sri Lanka,Asia,1994,141479847,65610,0,333/km²,242.434,18011744,11717604209,45.6179069,3962059895,0,0,0,0
Sri Lanka,Asia,1995,147294124,65610,0,333/km²,263.139,18177572,13029697561,46.03741996,4638263415,0,0,0,0
Sri Lanka,Asia,1996,154264703,65610,0,333/km²,246.523,18322506,13897738375,43.90062594,4860502985,0,0,0,0
Sri Lanka,Asia,1997,161784996,65610,0,333/km²,278.489,18449123,15091913884,43.59943523,5514301315,0,0,0,0
Sri Lanka,Asia,1998,169520922,65610,0,333/km²,305.71,18560798,15794972847,42.25117045,5724701319,0,0,0,0
Sri Lanka,Asia,1999,178037539,65610,0,333/km²,336.53,18670411,15656327860,43.26777363,5555445147,0,0,0,0
Sri Lanka,Asia,2000,188171638,65610,0,333/km²,343.654,18776371,16330814180,49.62074082,6371581613,0,0,0,0
Sri Lanka,Asia,2001,198498007,65610,0,333/km²,345.341,18920275,15749753805,43.56741306,5879570278,0,0,0,0
Sri Lanka,Asia,2002,209446027,65610,0,333/km²,356.617,19110707,16536535647,41.42180158,5773455294,0,0,0,0
Sri Lanka,Asia,2003,220399068,65610,0,333/km²,385.923,19303180,18881765437,40.6827445,6543193121,0,0,0,0
Sri Lanka,Asia,2004,232546431,65610,0,333/km²,406.919,19490431,20662525941,44.15204217,7300256942,0,0,0,0
Sri Lanka,Asia,2005,244481656,65610,0,333/km²,457.304,19673866,24405791045,41.26709997,7892069652,0,0,0,0
Sri Lanka,Asia,2006,256274197,65610,0,333/km²,427.702,19870706,28279802406,41.13265139,8520287930,0,0,0,0
Sri Lanka,Asia,2007,268426107,65610,0,333/km²,479.079,20078655,32350238760,39.49151197,9418771914,0,0,0,0
Sri Lanka,Asia,2008,280413398,65610,0,333/km²,481.035,20285643,40713826215,38.52755651,10113919887,0,0,0,0
Sri Lanka,Asia,2009,293358043,65610,0,333/km²,477.352,20482477,42066224093,27.82077529,8972038339,0,0,0,0
Sri Lanka,Asia,2010,306409030,65610,0,333/km²,515.314,20668557,58636161082,38.61732798,8681096447,0,0,1,1
Sri Lanka,Asia,2011,321295182,65610,0,333/km²,548.876,20859743,67753284044,38.61732798,8681096447,0,0,1,1
Sri Lanka,Asia,2012,337093284,65610,0,333/km²,553.254,21017147,70447216891,38.61732798,8681096447,0,0,1,1
Sri Lanka,Asia,2013,351772340,65610,0,333/km²,564.513,21131756,77000578167,38.61732798,8681096447,0,0,1,1
Sri Lanka,Asia,2014,369463327,65610,0,333/km²,575.243,21239457,82528535714,38.61732798,8681096447,0,0,1,1
Sri Lanka,Asia,2015,389293610,65610,0,333/km²,608.115,21336697,85140955389,27.02458699,16937417044,0,0,0,0
Sri Lanka,Asia,2016,412320711,65610,0,333/km²,650.041,21425494,88012282206,26.64750098,17447586547,0,0,0,0
Sri Lanka,Asia,2017,435351164,65610,0,333/km²,696.532,21506813,94376237797,26.91620976,19086839119,0,0,0,0
Sri Lanka,Asia,2018,456349546,65610,0,333/km²,699.274,21670000,94493871201,28.36314814,20265390543,0,0,0,0
